Asset Name;Asset Description;BrandSubbrand;Created;Copyright;Tags;Path to Assets;Archived;New Filename;fileextension;group;clientteam;assettype;assetsubtype;year;campaign;productgroup;product;productsize;productsubtype;productgender;numberofpeople;person;teammarks;gender;shottype;sport;assetstatus;market;platformrights;jobid;No Tags;No Date
G_20oz_LSE_ML_SL_P_14_10425;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_SL_P_14_10425.png;0;G_20oz_LSE_ML_SL_P_14_10425.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_SW_Angle_P_14_13456;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_SW_Angle_P_14_13456.png;0;G_20oz_LSE_ML_SW_Angle_P_14_13456.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_SW_P_14_13456;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_SW_P_14_13456.png;0;G_20oz_LSE_ML_SW_P_14_13456.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_NS_TNG_Angle_P_14_13559;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_NS_TNG_Angle_P_14_13559.png;0;G_20oz_LSE_NS_TNG_Angle_P_14_13559.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_NS_TNG_P_14_13559;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_NS_TNG_P_14_13559.png;0;G_20oz_LSE_NS_TNG_P_14_13559.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_NS_WC_P_14_13558;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_NS_WC_P_14_13558.png;0;G_20oz_LSE_NS_WC_P_14_13558.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Fierce_BlueCherry;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Fierce_BlueCherry.psd;0;GAT_GTQ_20oz_Fierce_BlueCherry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Fierce_FruitPunchBerry;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Fierce_FruitPunchBerry.psd;0;GAT_GTQ_20oz_Fierce_FruitPunchBerry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Fierce_Grape;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Fierce_Grape.psd;0;GAT_GTQ_20oz_Fierce_Grape.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Fierce_GreenApple;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Fierce_GreenApple.psd;0;GAT_GTQ_20oz_Fierce_GreenApple.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Fierce_Melon;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Fierce_Melon.psd;0;GAT_GTQ_20oz_Fierce_Melon.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Fierce_Strawberry;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Fierce_Strawberry.psd;0;GAT_GTQ_20oz_Fierce_Strawberry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_CascadeCrash;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_CascadeCrash.psd;0;GAT_GTQ_20oz_Frost_CascadeCrash.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_GlacierCherry;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_GlacierCherry.psd;0;GAT_GTQ_20oz_Frost_GlacierCherry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_GlacierFreeze;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_GlacierFreeze.psd;0;GAT_GTQ_20oz_Frost_GlacierFreeze.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_RainBerry;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_RainBerry.psd;0;GAT_GTQ_20oz_Frost_RainBerry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_RainLime;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_RainLime.psd;0;GAT_GTQ_20oz_Frost_RainLime.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_RainStrawKiwi;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_RainStrawKiwi.psd;0;GAT_GTQ_20oz_Frost_RainStrawKiwi.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_RiptideRush;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_RiptideRush.psd;0;GAT_GTQ_20oz_Frost_RiptideRush.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Frost_TropicalMango;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Frost_TropicalMango.psd;0;GAT_GTQ_20oz_Frost_TropicalMango.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_G2_BlueberryPomegranate;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_G2_BlueberryPomegranate.psd;0;GAT_GTQ_20oz_G2_BlueberryPomegranate.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_G2_FruitPunch;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_G2_FruitPunch.psd;0;GAT_GTQ_20oz_G2_FruitPunch.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_G2_GlacierFreeze;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_G2_GlacierFreeze.psd;0;GAT_GTQ_20oz_G2_GlacierFreeze.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_G2_Grape;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_G2_Grape.psd;0;GAT_GTQ_20oz_G2_Grape.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_G2_Lemon-Lime;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_G2_Lemon-Lime.psd;0;GAT_GTQ_20oz_G2_Lemon-Lime.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_G2_Orange;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_G2_Orange.psd;0;GAT_GTQ_20oz_G2_Orange.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_CitrusCooler;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_CitrusCooler.psd;0;GAT_GTQ_20oz_Mainline_CitrusCooler.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_CoolBlue;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_CoolBlue.psd;0;GAT_GTQ_20oz_Mainline_CoolBlue.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_FruitPunch;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_FruitPunch.psd;0;GAT_GTQ_20oz_Mainline_FruitPunch.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_Lemonade;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_Lemonade.psd;0;GAT_GTQ_20oz_Mainline_Lemonade.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_LemonLime;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_LemonLime.psd;0;GAT_GTQ_20oz_Mainline_LemonLime.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_Orange;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_Orange.psd;0;GAT_GTQ_20oz_Mainline_Orange.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_StrawLemonade;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_StrawLemonade.psd;0;GAT_GTQ_20oz_Mainline_StrawLemonade.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_StrawWatermelon;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_StrawWatermelon.psd;0;GAT_GTQ_20oz_Mainline_StrawWatermelon.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_Mainline_TropicalCooler;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_Mainline_TropicalCooler.psd;0;GAT_GTQ_20oz_Mainline_TropicalCooler.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_NuestroSabor_TangerineMandarina;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_NuestroSabor_TangerineMandarina.psd;0;GAT_GTQ_20oz_NuestroSabor_TangerineMandarina.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_20oz_NuestroSabor_WatermelonCitrusSandiaCitrico;;VML;2013-05-16;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/GAT_GTQ_20oz_NuestroSabor_WatermelonCitrusSandiaCitrico.psd;0;GAT_GTQ_20oz_NuestroSabor_WatermelonCitrusSandiaCitrico.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_24oz_12pk_ML_LL_FP_CB_Angle_14_24547;;VML;2013-01-28;;;Desktop/_To Bynder/Product Renders/GTQ/24 Oz Squeeze Bottle/G_24oz_12pk_ML_LL_FP_CB_Angle_14_24547.tif;0;G_24oz_12pk_ML_LL_FP_CB_Angle_14_24547.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_24oz_12pk_ML_LL_FP_CB_Front_14_24547;;VML;2014-12-23;;;Desktop/_To Bynder/Product Renders/GTQ/24 Oz Squeeze Bottle/G_24oz_12pk_ML_LL_FP_CB_Front_14_24547.tif;0;G_24oz_12pk_ML_LL_FP_CB_Front_14_24547.tif;;PepsiCo;Gatorade;;;2014;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_24oz_Fierce_Grape;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/24 Oz Squeeze Bottle/GAT_GTQ_24oz_Fierce_Grape.psd;0;GAT_GTQ_24oz_Fierce_Grape.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_24oz_Frost_RainBerry;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/24 Oz Squeeze Bottle/GAT_GTQ_24oz_Frost_RainBerry.psd;0;GAT_GTQ_24oz_Frost_RainBerry.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_24oz_Mainline_CoolBlue;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/24 Oz Squeeze Bottle/GAT_GTQ_24oz_Mainline_CoolBlue.psd;0;GAT_GTQ_24oz_Mainline_CoolBlue.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_24oz_Mainline_FruitPunch;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/24 Oz Squeeze Bottle/GAT_GTQ_24oz_Mainline_FruitPunch.psd;0;GAT_GTQ_24oz_Mainline_FruitPunch.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_24oz_Mainline_LemonLime;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/24 Oz Squeeze Bottle/GAT_GTQ_24oz_Mainline_LemonLime.psd;0;GAT_GTQ_24oz_Mainline_LemonLime.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Fierce_BlueCherry;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Fierce_BlueCherry.psd;0;GAT_GTQ_28oz_Fierce_BlueCherry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Fierce_FruitPunchBerry;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Fierce_FruitPunchBerry.psd;0;GAT_GTQ_28oz_Fierce_FruitPunchBerry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Fierce_Grape;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Fierce_Grape.psd;0;GAT_GTQ_28oz_Fierce_Grape.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Fierce_GreenApple;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Fierce_GreenApple.psd;0;GAT_GTQ_28oz_Fierce_GreenApple.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Fierce_Melon;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Fierce_Melon.psd;0;GAT_GTQ_28oz_Fierce_Melon.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Fierce_Strawberry;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Fierce_Strawberry.psd;0;GAT_GTQ_28oz_Fierce_Strawberry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_ArcticBlitz_PPT;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_ArcticBlitz_PPT.png;0;GAT_GTQ_28oz_Frost_ArcticBlitz_PPT.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_GlacierCherry;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_GlacierCherry.psd;0;GAT_GTQ_28oz_Frost_GlacierCherry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_GlacierFreeze;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_GlacierFreeze.psd;0;GAT_GTQ_28oz_Frost_GlacierFreeze.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_IcyCharge_PPT;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_IcyCharge_PPT.png;0;GAT_GTQ_28oz_Frost_IcyCharge_PPT.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_OrangeStraw;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_OrangeStraw.psd;0;GAT_GTQ_28oz_Frost_OrangeStraw.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_RainBerry;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_RainBerry.psd;0;GAT_GTQ_28oz_Frost_RainBerry.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_RainLime;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_RainLime.psd;0;GAT_GTQ_28oz_Frost_RainLime.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_RainStrawKiwi;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_RainStrawKiwi.psd;0;GAT_GTQ_28oz_Frost_RainStrawKiwi.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_RiptideRush;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_RiptideRush.psd;0;GAT_GTQ_28oz_Frost_RiptideRush.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_SummitStorm_PPT;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_SummitStorm_PPT.png;0;GAT_GTQ_28oz_Frost_SummitStorm_PPT.png;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Frost_TropicalMango;;VML;2013-05-20;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Frost_TropicalMango.psd;0;GAT_GTQ_28oz_Frost_TropicalMango.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_G2_FruitPunch;;VML;2013-06-11;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_G2_FruitPunch.psd;0;GAT_GTQ_28oz_G2_FruitPunch.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_G2_GlacierFreeze;;VML;2013-06-11;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_G2_GlacierFreeze.psd;0;GAT_GTQ_28oz_G2_GlacierFreeze.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_G2_Grape;;VML;2013-06-11;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_G2_Grape.psd;0;GAT_GTQ_28oz_G2_Grape.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_G2_LemonLime;;VML;2013-06-11;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_G2_LemonLime.psd;0;GAT_GTQ_28oz_G2_LemonLime.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_G2_RaspberryMelon;;VML;2013-06-11;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_G2_RaspberryMelon.psd;0;GAT_GTQ_28oz_G2_RaspberryMelon.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_G2_TropicalBlend;;VML;2013-06-11;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_G2_TropicalBlend.psd;0;GAT_GTQ_28oz_G2_TropicalBlend.psd;;PepsiCo;Gatorade;;;2013;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_CitrusCooler;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_CitrusCooler.psd;0;GAT_GTQ_28oz_Mainline_CitrusCooler.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_CoolBlue;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_CoolBlue.psd;0;GAT_GTQ_28oz_Mainline_CoolBlue.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_FruitPunch;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_FruitPunch.psd;0;GAT_GTQ_28oz_Mainline_FruitPunch.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_LemonIce_Yellow;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_LemonIce_Yellow.psd;0;GAT_GTQ_28oz_Mainline_LemonIce_Yellow.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_LemonLime;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_LemonLime.psd;0;GAT_GTQ_28oz_Mainline_LemonLime.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_Orange;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_Orange.psd;0;GAT_GTQ_28oz_Mainline_Orange.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_StrawLemonade;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_StrawLemonade.psd;0;GAT_GTQ_28oz_Mainline_StrawLemonade.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
GAT_GTQ_28oz_Mainline_StrawWatermelon;;VML;2013-06-25;;;Desktop/_To Bynder/Product Renders/GTQ/28 Oz Kenny Bottle/GAT_GTQ_28oz_Mainline_StrawWatermelon.psd;0;GAT_GTQ_28oz_Mainline_StrawWatermelon.psd;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
