Asset Name;Asset Description;BrandSubbrand;Created;Copyright;Tags;Path to Assets;Archived;New Filename;fileextension;group;clientteam;assettype;assetsubtype;year;campaign;productgroup;product;productsize;productsubtype;productgender;numberofpeople;person;teammarks;gender;shottype;sport;assetstatus;market;platformrights;jobid;No Tags;No Date
G_16p9oz_30pk_Fc_LLS_FPB_OTF_Angle_15_20503;;VML;2013-02-04;;;Desktop/_To Bynder/Product Renders/GTQ/16.9 Oz/G_16p9oz_30pk_Fc_LLS_FPB_OTF_Angle_15_20503.tif;0;G_16p9oz_30pk_Fc_LLS_FPB_OTF_Angle_15_20503.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_16p9oz_30pk_ML_FP_GChry_CB_Angle_15_10423;;VML;2013-02-04;;;Desktop/_To Bynder/Product Renders/GTQ/16.9 Oz/G_16p9oz_30pk_ML_FP_GChry_CB_Angle_15_10423.tif;0;G_16p9oz_30pk_ML_FP_GChry_CB_Angle_15_10423.tif;;PepsiCo;Gatorade;;;2013;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_16p9oz_30pk_ML_FP_GChry_CB_Front_15_10423;;VML;2014-03-18;;;Desktop/_To Bynder/Product Renders/GTQ/16.9 Oz/G_16p9oz_30pk_ML_FP_GChry_CB_Front_15_10423.tif;0;G_16p9oz_30pk_ML_FP_GChry_CB_Front_15_10423.tif;;PepsiCo;Gatorade;;;2014;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
20oz24pk_generic;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/20oz24pk_generic.psd;0;20oz24pk_generic.psd;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_24pk_FP_GF_GRP_Angle_15_10386;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_24pk_FP_GF_GRP_Angle_15_10386.tif;0;G2_20oz_24pk_FP_GF_GRP_Angle_15_10386.tif;;PepsiCo;Gatorade;;;2012;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_8PK_FP_Angle_P_14_20870;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_8PK_FP_Angle_P_14_20870.png;0;G2_20oz_8PK_FP_Angle_P_14_20870.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_8Pk_GF_Angle_P_14_20021;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_8Pk_GF_Angle_P_14_20021.png;0;G2_20oz_8Pk_GF_Angle_P_14_20021.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_8PK_GR_Angle_P_14_20871;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_8PK_GR_Angle_P_14_20871.png;0;G2_20oz_8PK_GR_Angle_P_14_20871.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_8PK_LL_Angle_P_14_20968;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_8PK_LL_Angle_P_14_20968.png;0;G2_20oz_8PK_LL_Angle_P_14_20968.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_8PK_OR_Angle_P_14_20872;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_8PK_OR_Angle_P_14_20872.png;0;G2_20oz_8PK_OR_Angle_P_14_20872.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_8PK_RL_Angle_P_14_13455;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_8PK_RL_Angle_P_14_13455.png;0;G2_20oz_8PK_RL_Angle_P_14_13455.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_8PK_TB_Angle_P_14_13145;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_8PK_TB_Angle_P_14_13145.png;0;G2_20oz_8PK_TB_Angle_P_14_13145.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_FP_Angle_P_14_20405;;VML;2014-11-20;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_FP_Angle_P_14_20405.png;0;G2_20oz_LSE_FP_Angle_P_14_20405.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_FP_P_14_20405;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_FP_P_14_20405.png;0;G2_20oz_LSE_FP_P_14_20405.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_GF_Angle_P_14_20006;;VML;2014-11-20;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_GF_Angle_P_14_20006.png;0;G2_20oz_LSE_GF_Angle_P_14_20006.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_GF_P_14_20006;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_GF_P_14_20006.png;0;G2_20oz_LSE_GF_P_14_20006.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_GR_Angle_P_14_20406;;VML;2014-11-20;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_GR_Angle_P_14_20406.png;0;G2_20oz_LSE_GR_Angle_P_14_20406.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_GR_P_14_20406;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_GR_P_14_20406.png;0;G2_20oz_LSE_GR_P_14_20406.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_LL_Angle_P_14_20964;;VML;2014-11-20;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_LL_Angle_P_14_20964.png;0;G2_20oz_LSE_LL_Angle_P_14_20964.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_LL_P_14_20964;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_LL_P_14_20964.png;0;G2_20oz_LSE_LL_P_14_20964.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_OR_Angle_P_14_20407;;VML;2014-11-20;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_OR_Angle_P_14_20407.png;0;G2_20oz_LSE_OR_Angle_P_14_20407.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_OR_P_14_20407;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_OR_P_14_20407.png;0;G2_20oz_LSE_OR_P_14_20407.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_RL_Angle_P_14_13455;;VML;2014-11-20;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_RL_Angle_P_14_13455.png;0;G2_20oz_LSE_RL_Angle_P_14_13455.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_RL_P_14_13455;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_RL_P_14_13455.png;0;G2_20oz_LSE_RL_P_14_13455.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_TB_Angle_P_14_13145;;VML;2014-11-20;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_TB_Angle_P_14_13145.png;0;G2_20oz_LSE_TB_Angle_P_14_13145.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G2_20oz_LSE_TB_P_14_13145;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G2_20oz_LSE_TB_P_14_13145.png;0;G2_20oz_LSE_TB_P_14_13145.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_12Pk_CB_RR_GF_P_15_00000;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_12Pk_CB_RR_GF_P_15_00000.png;0;G_20oz_12Pk_CB_RR_GF_P_15_00000.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_12Pk_FM_FG_FPB_P_15_00000;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_12Pk_FM_FG_FPB_P_15_00000.png;0;G_20oz_12Pk_FM_FG_FPB_P_15_00000.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_12pk_FP_GF_Gr_P_15_00000;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_12pk_FP_GF_Gr_P_15_00000.png;0;G_20oz_12pk_FP_GF_Gr_P_15_00000.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_12Pk_LLFPOr_P_15_00000;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_12Pk_LLFPOr_P_15_00000.png;0;G_20oz_12Pk_LLFPOr_P_15_00000.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_Fc_GRP_ML_BC_Angle_15_10415;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_Fc_GRP_ML_BC_Angle_15_10415.tif;0;G_20oz_24pk_Fc_GRP_ML_BC_Angle_15_10415.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_Fc_LLS_FPB_OTF_Angle_15_20801;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_Fc_LLS_FPB_OTF_Angle_15_20801.tif;0;G_20oz_24pk_Fc_LLS_FPB_OTF_Angle_15_20801.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_Fr_RL_RB_RSK_Angle_15_20802;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_Fr_RL_RB_RSK_Angle_15_20802.tif;0;G_20oz_24pk_Fr_RL_RB_RSK_Angle_15_20802.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_Fr_RR_GF_CC_Angle_15_20790;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_Fr_RR_GF_CC_Angle_15_20790.tif;0;G_20oz_24pk_Fr_RR_GF_CC_Angle_15_20790.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_ML_CB_Angle_15_20788;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_ML_CB_Angle_15_20788.tif;0;G_20oz_24pk_ML_CB_Angle_15_20788.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_ML_FP_Angle_15_20785;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_ML_FP_Angle_15_20785.tif;0;G_20oz_24pk_ML_FP_Angle_15_20785.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_ML_FP_GC_CB_Angle_15_10298;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_ML_FP_GC_CB_Angle_15_10298.tif;0;G_20oz_24pk_ML_FP_GC_CB_Angle_15_10298.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_ML_LL_Angle_15_20783_2;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_ML_LL_Angle_15_20783_2.tif;0;G_20oz_24pk_ML_LL_Angle_15_20783_2.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_ML_LL_FP_OR_Angle_14_20781;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_ML_LL_FP_OR_Angle_14_20781.tif;0;G_20oz_24pk_ML_LL_FP_OR_Angle_14_20781.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_ML_LL_FP_OR_Front_14_20781;;VML;2014-02-12;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_ML_LL_FP_OR_Front_14_20781.tif;0;G_20oz_24pk_ML_LL_FP_OR_Front_14_20781.tif;;PepsiCo;Gatorade;;;2014;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_ML_OR_Angle_15_20784;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_ML_OR_Angle_15_20784.tif;0;G_20oz_24pk_ML_OR_Angle_15_20784.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_NS_TM_WS_MX_Angle_15_13570;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_NS_TM_WS_MX_Angle_15_13570.tif;0;G_20oz_24pk_NS_TM_WS_MX_Angle_15_13570.tif;;PepsiCo;Gatorade;;;2012;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_24pk_TM_CC_WS_Angle_LE_14_10466;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_24pk_TM_CC_WS_Angle_LE_14_10466.tif;0;G_20oz_24pk_TM_CC_WS_Angle_LE_14_10466.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_28pk_FP_GChry_CB_Angle_LE_TEXAS_15_13087;;VML;2012-11-26;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_28pk_FP_GChry_CB_Angle_LE_TEXAS_15_13087.tif;0;G_20oz_28pk_FP_GChry_CB_Angle_LE_TEXAS_15_13087.tif;;PepsiCo;Gatorade;;;2012;;GTQ,Perform;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_Fc_FPB_Angle_P_14_20811;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_Fc_FPB_Angle_P_14_20811.png;0;G_20oz_8pk_Fc_FPB_Angle_P_14_20811.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_Fc_GR_Angle_P_14_20842;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_Fc_GR_Angle_P_14_20842.png;0;G_20oz_8pk_Fc_GR_Angle_P_14_20842.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_Fr_GF_Angle_P_14_20808;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_Fr_GF_Angle_P_14_20808.png;0;G_20oz_8pk_Fr_GF_Angle_P_14_20808.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_Fr_RB_Angle_P_14_20891;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_Fr_RB_Angle_P_14_20891.png;0;G_20oz_8pk_Fr_RB_Angle_P_14_20891.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_ML_CC_Angle_P_14_13285;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_ML_CC_Angle_P_14_13285.png;0;G_20oz_8pk_ML_CC_Angle_P_14_13285.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_ML_FP_Angle_P_14_20806;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_ML_FP_Angle_P_14_20806.png;0;G_20oz_8pk_ML_FP_Angle_P_14_20806.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_ML_LL_Angle_P_14_20805;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_ML_LL_Angle_P_14_20805.png;0;G_20oz_8pk_ML_LL_Angle_P_14_20805.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_ML_OR_Angle_P_14_20807;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_ML_OR_Angle_P_14_20807.png;0;G_20oz_8pk_ML_OR_Angle_P_14_20807.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_ML_SL_Angle_P_14_10425;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_ML_SL_Angle_P_14_10425.png;0;G_20oz_8pk_ML_SL_Angle_P_14_10425.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_ML_SW_Angle_P_14_13456;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_ML_SW_Angle_P_14_13456.png;0;G_20oz_8pk_ML_SW_Angle_P_14_13456.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_8pk_NS_TNG_Angle_P_14_13559;;VML;2014-11-19;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_8pk_NS_TNG_Angle_P_14_13559.png;0;G_20oz_8pk_NS_TNG_Angle_P_14_13559.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fc_BC_P_14_10414;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fc_BC_P_14_10414.png;0;G_20oz_LSE_Fc_BC_P_14_10414.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fc_FPB_Angle_P_14_20811;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fc_FPB_Angle_P_14_20811.png;0;G_20oz_LSE_Fc_FPB_Angle_P_14_20811.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fc_FPB_P_14_20811;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fc_FPB_P_14_20811.png;0;G_20oz_LSE_Fc_FPB_P_14_20811.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fc_GR_Angle_P_14_32482;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fc_GR_Angle_P_14_32482.png;0;G_20oz_LSE_Fc_GR_Angle_P_14_32482.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fc_GR_P_14_32482;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fc_GR_P_14_32482.png;0;G_20oz_LSE_Fc_GR_P_14_32482.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fc_MN_P_14_XXXXX;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fc_MN_P_14_XXXXX.png;0;G_20oz_LSE_Fc_MN_P_14_XXXXX.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fr_GC_P_14_10247;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fr_GC_P_14_10247.png;0;G_20oz_LSE_Fr_GC_P_14_10247.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fr_GF_Angle_P_14_32486;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fr_GF_Angle_P_14_32486.png;0;G_20oz_LSE_Fr_GF_Angle_P_14_32486.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fr_GF_P_14_32486;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fr_GF_P_14_32486.png;0;G_20oz_LSE_Fr_GF_P_14_32486.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fr_RB_Angle_P_14_20891;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fr_RB_Angle_P_14_20891.png;0;G_20oz_LSE_Fr_RB_Angle_P_14_20891.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fr_RB_P_14_20891;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fr_RB_P_14_20891.png;0;G_20oz_LSE_Fr_RB_P_14_20891.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_Fr_RR_P_14_32488;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_Fr_RR_P_14_32488.png;0;G_20oz_LSE_Fr_RR_P_14_32488.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_CB_P_14_32481;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_CB_P_14_32481.png;0;G_20oz_LSE_ML_CB_P_14_32481.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_CC_Angle_P_14_13285;;VML;2014-12-22;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_CC_Angle_P_14_13285.png;0;G_20oz_LSE_ML_CC_Angle_P_14_13285.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_CC_P_14_13285;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_CC_P_14_13285.png;0;G_20oz_LSE_ML_CC_P_14_13285.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_FP_Angle_P_14_32866;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_FP_Angle_P_14_32866.png;0;G_20oz_LSE_ML_FP_Angle_P_14_32866.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_FP_P_14_32866;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_FP_P_14_32866.png;0;G_20oz_LSE_ML_FP_P_14_32866.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_LL_Angle_P_14_32868;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_LL_Angle_P_14_32868.png;0;G_20oz_LSE_ML_LL_Angle_P_14_32868.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_LL_P_14_32868;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_LL_P_14_32868.png;0;G_20oz_LSE_ML_LL_P_14_32868.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_OR_Angle_P_14_32867;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_OR_Angle_P_14_32867.png;0;G_20oz_LSE_ML_OR_Angle_P_14_32867.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_OR_P_14_32867;;VML;2014-01-23;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_OR_P_14_32867.png;0;G_20oz_LSE_ML_OR_P_14_32867.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
G_20oz_LSE_ML_SL_Angle_P_14_10425;;VML;2014-11-21;;;Desktop/_To Bynder/Product Renders/GTQ/20 Oz/G_20oz_LSE_ML_SL_Angle_P_14_10425.png;0;G_20oz_LSE_ML_SL_Angle_P_14_10425.png;;PepsiCo;Gatorade;;;2014;;;;;;;;;;;;;;;;;!!!No Tags Found!!!;
